nan-x-cha,nan-x-cha-Latn-puj,zh-TW,en-US,nan-x-cha_source_type,nan-x-cha_source_ref,nan-x-cha_tags,nan-x-cha_collection_id,nan-x-cha-Latn-puj_collection_id
起身,khí-sin,起身,start,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
起頭,khí-thâu,開始,beginning|commence,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
趁,thàn,利潤,earn|profit,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
趣味,tshù-bī,有趣,amusing|funny,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
跋,pua̍h,跌,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|行動,2034669892,1118230472
跋筊,pua̍h-kiáu,賭博,gambling,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
跋紙牌,pua̍h-tsuá-pâi,打牌,card to play,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
跋錢,pua̍h-chîⁿ,賭錢,gambling,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
跟隨,kṳn-sûi,跟隨,attendants,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
跪落去,kũi--lo̍h-khṳ̀,跪下去,kneel down,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
路囝,lōu-kiáⁿ,小路,path,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
路票,lōu-phiè,通行證,passport,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
跳脫,thiàu-thut,脫俗,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
踏布,ta̍h-pòu,踏布,calender,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
踢球,that-kiû,踢球,ball play football,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
蹂踏,lūn-ta̍h,蹂踏,tread,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
蹊𨄅,khi-khu,蹊𨄅,rugged,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
身分,sin-hūn,體格,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
身屍,sin-si,屍體,corpse,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|身體,2034669892,1118230472
身底衫,sin-tói-saⁿ,襯衫,a shirt or singlet,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,打扮,2034669892,1118230472
身穿,sin-chhēng,身穿,clothes,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
車租,chhia-tsou,車費,交通,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
車稅,chhia-sùe,車費,fare vehicle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
軍兵,kun-piaⁿ,軍兵,troops,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
較,khah,太,too,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
較狹,khah-o̍ih,太狹,too narrow,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
較緊,khah-kín,太緊,too tight,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
較闊,khah-khuah,太闊,too loose,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
載貨,tsài-hùe,載貨,to convey cargo,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
輪着底誰,lûn-tie̍h-tî-tiâng,輪到誰,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
輸贏,su-iâⁿ,比賽,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,活動,2034669892,1118230472
輾錢,lìn-chîⁿ,輪子,wheel,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
轉,tńg,回,return,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
辦事,phōiⁿ-sṳ̄,辦事,transact,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
辦頭,pān-thâu,樣板,form|pattern|sample,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
辭掉,sî-tiāu,辭掉,discharge|dismiss,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
辯論,piẽn-lũn,辯論,discuss,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
辯駁,piẽn-poh,辯駁,contradict,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
迎老爺,iâⁿ-lãu-iâ,迎老爺,procession of a god,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
近視,kṳ̃n-sī,近視,nearsighted,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
近覷,kṳ̃n-tshṳ̀,近視,nearsighted,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
返轉,huán-tńg,返回,"on the contrary, on the other hand",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
退堂,thò-tn̂g,退堂,retire,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
退色,thò-sek,退色,discoloured,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
退開,thò-khui,退開,withdraw,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
送喪,sàng-sng,送殯,accompany|funeral,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,活動|喪事,2034669892,1118230472
送聘,sàng-phiàⁿ,送聘,betrothal to send,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
逆律,nge̍k-lu̍t,逆律,against the law,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
逆流,nge̍k-lâu,逆流,contrary tide,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
逆風,nge̍k-huang,逆風,contrary wind,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
透大風,thàu-tuā-huang,起大風,storm to rise,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
透早,thàu-tsá,早上,morning,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,入門,2034669892,1118230472
通事,thong-sṳ̄,口譯,linguist,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
通日,thàng-ji̍t,整天,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,時日,2034669892,1118230472
通暝,thàng-mê,整夜,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,時日,2034669892,1118230472
通知,thong-tsai,通知,notify,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
通過,thàng--kùe,通過,penetrate,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
通風,thong-huang,通風,ventilate,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
逝逝,tsuā-tsuā,每次,every occasion,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,時日,2034669892,1118230472
造化,tsãu-hùe,造化,fortunate|lucky,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
造船,tsõ-tsûn,造船,build a boat,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
週流,chiu-liû,漫遊,wander,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|行動,2034669892,1118230472
遇着,ngõ--tie̍h,遇到,meet,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
過世,kùe-sì,過世,dead|depart this life,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
過去,kùe--khṳ̀,過去,dead|expire,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
過帆,kùe-phâng,過帆,to gybe,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
過意,kùe-ì,過意,satisfied,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
過漿,kùe-chieⁿ,上漿,starch to,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
過責,kùe-cheh,責備,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|行動,2034669892,1118230472
過限,kùe-hãn,過期,"payment, nonpunctual",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
道理,tõ-lí,道理,doctrine,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
道臺,tãu-thâi,道臺,taot'ai,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
適意,sek-ì,樂意,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|情緒,2034669892,1118230472
邀走,kiau-tsáu,誘走,induce,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
還了,huân-liáu,還了,besides|still,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
邋遢,lap-thap,邋遢,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
邪術,siâ-su̍t,邪術,sorcery,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鄉下儂,hieⁿ-ẽ-nâng,鄉下人,peasant|rustic,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鄉里,hieⁿ-lí,鄉村,village|a village,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|場所,2034669892,1118230472
鄰近,lîn-kṳ̃n,鄰近,adjacent,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
酒杯,chiú-pue,酒杯,liquor glasses,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
酒機,chiú-kúi,酒機,a cockscrew,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
酒錢,chiú-chîⁿ,郵費,postage,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
酒鍾,chiú-cheng,酒鍾,chinese liquor cups,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
酒開,chiú-khui,開瓶器,飲食|物件,,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
酒餅,chiú-piáⁿ,酒餅,yeast,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
酥,sou,脆,brittle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,飲食,2034669892,1118230472
酵母,kàⁿ-bó,酵母,yeast,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
酸柑,sng-kaⁿ,酸柑,lime,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
酸菜,sng-tshài,酸菜,pickles,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
醃雞,iam-koi,醃雞,capon,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
醒起來,chhéⁿ--khí-lâi,醒起來,awake,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
醪,lô,渾濁,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,飲食,2034669892,1118230472
醫生,ui-seng,醫生,physician,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
醫館,ui-kuán,醫院,hospital,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
重傷,tãng-sieⁿ,重傷,severe,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
重利,tãng-lāi,高利,usury,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
重擔,tãng-tàⁿ,重擔,burden,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
重病,tãng-pēⁿ,重病,seriaus as sickness,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
重重光,tãng-tãng-kng,亮堂堂,bright very,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
野樣,iá-iēⁿ,醜陋,ugly,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,人|品評,2034669892,1118230472
量地,niêⁿ-tī,量地,survey,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
金器,kim-khùi,金飾,jewellery,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,打扮,2034669892,1118230472
金橄欖,kim-kaⁿ-ná,金橄欖,chillies,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
金沙,kim-sua,金沙,golddust,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
金鑾殿,kim-luân-tōiⁿ,金鑾殿,throne,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
釘咬,teng-kã,鉗子,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
釘鉸,teng-kã,鉗子,nippers,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鈕,liú,鈕扣,button|buttons,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,打扮,2034669892,1118230472
鈕縫,liú-phāng,鈕扣孔,button holes,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,打扮,2034669892,1118230472
鉛子,în-chí,鉛子,bullet|shot,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鉛筆,în-pit,鉛筆,pencil (lead.),汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鉸刀,ka-to,剪刀,scissors,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
鉸布,ka-pòu,剪布,buy as cloth,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鉸衫褲,ka-saⁿ-khòu,剪衣服,to cut out a dress,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銀單,ngṳ̂n-tuaⁿ,匯票,"draft|order, money",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
銀庫,ngṳ̂n-khòu,金庫,treasury,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銀水,ngṳ̂n-tsúi,銀水,premium,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銀硃,ngṳ̂n-tsu,銀硃,vermilion,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銀行,ngṳ̂n-hâng,銀行,bank,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銀錠,ngṳ̂n-tiãⁿ,銀錠,sacrificial paper,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銃,chhèng,槍,gun,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,戰爭,2034669892,1118230472
銃子,chhèng-chí,子彈,bullet|shot|shots,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,戰爭,2034669892,1118230472
銃空,chhèng-khang,槍管,calibre,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,戰爭,2034669892,1118230472
銃藥,chhèng-ie̍h,彈藥,gunpowder,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銅指,tâng-tsóiⁿ,頂針,a thimble,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
銅線,tâng-suàⁿ,銅線,wire,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銅薄,tâng-po̍h,銅板,brass leaf|sheet copper,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
銅銀,tâng-ngṳ̂n,銅銀,counterfeit,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銅鍋,tâng-ue,銅鍋,a chinese brass kettle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
銜瓏術,hâm-lâm-su̍t,陀螺,top,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鋤頭,tṳ̂-thâu,鋤頭,a hoe,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鋪石,phou-chie̍h,鋪石,pave,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鋪陳,phou-tîn,鋪蓋,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
鋯絲,khò-si,鋯絲,sycee,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鋸銊,kṳ̀-sut,鋸屑,saw dust,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
錢紙,chîⁿ-tsuá,紙錢,sacrificial paper,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
錢銀,chîⁿ-ngṳ̂n,錢財,money,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
錫薄,siah-po̍h,錫箔,tinfoil,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
錯,tshoh,嗆,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,健康,2034669892,1118230472
鍋,ue,水壺,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,飲食|物件,2034669892,1118230472
鍋囝,ue-kiáⁿ,小鍋,a chinese earthen kettle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鍟鍋,seⁿ-ue,鍟鍋,a kettle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鎏金,liū-kim,鍍金,gild,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鎏金器,liū-kim-khì,鑲金器,plated gold,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
鎏銀器,liū-ngṳ̂n-khì,鎏銀器,"plated ware, silver",汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鎖,só,鎖頭,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
鎖匙,só-sî,鑰匙,key,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
鎖頭,só-thâu,鎖頭,lock|padlock,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鎮中,tìn-tang,鎮中,centre|middle,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鎮路,tìn-lōu,鎮路,obstruct,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鏇,suān,鑽石,diamond,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
鐵匙,thih-sî,鐵勺,a fire shovel,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵棍,thih-kùn,鐵棒,ironbar,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
鐵甲萬,thih-kap-buān,保險箱,an iron safe,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵碎,thih-tshùi,鐵屑,ironfilings,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,職業|經商,2034669892,1118230472
鐵筆,thih-pit,鋼筆,steelpen,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,教育,2034669892,1118230472
鐵貓,thih-ngiau,捕鼠器,trap,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵釘,thih-teng,鐵釘,a nail,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵鈀,thih-pê,鐵鈀,harrow,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵鉗,thih-khîⁿ,鐵鉗,tongs,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵錘,thih-thûi,鐵錘,hammer,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵鍊,thih-liēn,鐵鍊,chains,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵鏨,thih-tsãm,鐵鏨,chisel for cutting iron,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鐵鑱,thih-chhiâm,鐵鏟,spade,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鑄鐵,tsù-thih,鑄鐵,cast,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鑤,pàu,小罐子,a small jar,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,飲食|物件,2034669892,1118230472
鑽囝,tsǹg-kiáⁿ,鑽子,borer|an awl,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鑽空,tsǹg-khang,鑽空,perforate,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
鑿囝,tsha̍k-kiáⁿ,鑿子,chisel|a chisel,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
鑿囝,tsha̍k-kiáⁿ,錐子,,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|物件,2034669892,1118230472
長命,tn̂g-miāⁿ,長命,longevity,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
長椅,tn̂g-íⁿ,長椅,bench,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
長衫,tn̂g-saⁿ,長衫,a long coat,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
門扇後,mn̂g-sìⁿ-ãu,門後,,考釋,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,起居|場所,2034669892,1118230472
門拴,mn̂g-chhēng,門拴,bolt of door,汕頭話讀本,https://hokkien-writing.github.io/Handbook_of_the_Swatow_Vernacular/,,2034669892,1118230472
