src,tgt
福州广州,Fuzhou广州
桂林杭州,Guilin杭州
杭州哈尔滨,Hangzhou哈尔滨
哈尔滨合肥,Harbin合肥
合肥呼和浩特,Hefei呼和浩特
昆明兰州,Kunming兰州
兰州南京,Lanzhou南京
南京南宁,Nanjing南宁
"三亚上海City in Shanghai , China","Sanya上海City in Shanghai , China"
汕头沈阳,Shantou沈阳
沈阳,Shenyang
深圳太原,Shenzhen太原
"太原天津City in Tianjin , China","Taiyuan天津City in Tianjin , China"
乌鲁木齐武汉,Urumqi武汉
武汉西安,Wuhan西安
西安厦门,Xi 'an厦门
厦门郑州,Xiamen郑州
万丹村,Bantam Village
巴兰基亚,Barranquilla
波哥大,Bogotá
布卡拉曼加,Bucaramanga
卡利,Cali
卡塔赫纳,Cartagena
库库塔,Cúcuta
莱蒂西亚,Leticia
佩雷拉,Pereira
里奥内格罗,Rionegro
莫罗尼,Moroni
布拉柴维尔,Brazzaville
黑角,Pointe-Noire
阿瓦鲁阿,Avarua
利蒙港,Puerto Limón
利什卡,Liška
卡马圭,Camagüey
关塔那摩HavanaLa Habana,GuantánamoHavanaLa Habana
哈瓦那,Havana
奥尔金City in Cuba,HolguínCity in Cuba
曼萨尼约,Manzanillo
阿科罗提利,Akrotiri
拉纳卡,Larnaca
廷布,Tymbou
霍莱绍夫,Holešov
卡罗维发利,Karlovy Vary
利贝雷茨,Liberec
布拉格,Prague
哥本哈根,Copenhagen
卡鲁普,Karup
龙尼,Rønne
奥尔堡City in Djibouti,ÅlborgCity in Djibouti
马里戈特City in Dominica,MarigotCity in Dominica
巴拉奥纳,Barahona
拉罗马纳,La Romana
曼查努埃瓦,Mancha Nueva
潘塔纳尔,Pantanal
普拉塔港 City in Dominican Republic,Puerto PlataCity in Dominican Republic
圣多明各,Santo Domingo
瓜亚基尔,Guayaquil
拉塔昆加,Latacunga
曼塔,Manta
基多,Quito
塔巴,Taba
科马拉帕,Comalapa
伊洛潘戈,Ilopango
马拉博,Malabo
派尔努,Pärnu
斯坦利,Stanley
埃农泰基厄,Enontekiö
伊瓦洛,Ivalo
卡亚尼,Kajaani
考哈瓦,Kauhava
凯米,Kemi
基缇拉Kronoby,KittiläKronoby
克鲁努比,Kruunupyy
库奥皮奥,Kuopio
拉宾兰塔,Lappeenranta
波里,Pori
洛瓦奈密,Rovaniemi
萨沃林纳,Savonlinna
塞奈约基,Seinäjoki
坦佩雷Åbo,TampereÅbo
阿布维尔,Abbeville
阿孔,Acon
阿根,Agen
阿雅克修,Ajaccio
阿朗松Ambérieu,AlençonAmbérieu
昂贝略昂比热,Ambérieu-en-Bugey
奥赫,Auch
欧里西克,Aurillac
贝尔热拉克,Bergerac
比亚里茨City in France,BiarritzCity in France
布瑞福,Brive
卡昂,Caen
卡尔维,Calvi
康布雷,Cambrai
卡佐,Cazaux
尚贝里,Chambéry
萨托鲁,Châteauroux
干邑,Cognac
科尔马,Colmar
克里尔,Creil
达克斯,Dax
都乐,Dole
格勒诺布尔,Grenoble
拉罗歇尔,La Rochelle
兰尼昂,Lannion
勒皮,Le Puy
里尔,Lille
里昂,Lyon
默伦,Melun
梅斯,Metz
蒙彼利埃,Montpellier
蒙特利马,Montélimar
梅肯,Mâcon
南锡,Nancy
尼斯,Nice
波城,Pau
佩皮尼昂,Perpignan
罗莫兰天,Romorantin
鲁昂,Rouen
圣布里厄,Saint-Brieuc
圣昆丁,Saint-Quentin
沙龙,Salon
特里尼亚克,Trignac
沃什City in France,VeaucheCity in France
维希,Vichy
埃夫勒,Évreux
卡宴,Cayenne
帕皮提,Papeete
弗朗斯维尔,Franceville
让蒂尔港,Port-Gentil
班珠尔,Banjul
阿尔腾堡,Altenburg
"巴尔City in Berlin , Germany","BaalCity in Berlin , Germany"
波恩,Bonn
策勒,Celle
法斯伯格,Faßberg
法兰克福,Frankfurt
弗里茨拉,Fritzlar
格林克钦,Geilenkirchen
"哈恩City in Hamburg , Germany","HahnCity in Hamburg , Germany"
汉诺威,Hannover
霍恩,Hohn
卡尔卡,Kalkar
卡尔库姆,Kalkum
基尔,Kiel
拉热,Laage
拉尔,Lahr
劳普海姆,Laupheim
莱比锡,Leipzig
上普法芬霍芬,Oberpfaffenhofen
帕希姆,Parchim
赖讷,Rheine
罗思,Roth
维尔茨堡,Würzburg
茨魏布吕肯,Zweibrücken
阿克拉City in Gibraltar,AccraCity in Gibraltar
伊拉克利翁Καλαμάτα,IrákleionΚαλαμάτα
卡拉马塔,Kalamáta
科扎尼,Kozáni
克基拉Κύθηρα,KérkyraΚύθηρα
基西拉,Kýthira
米蒂利尼Μύκονος,MytilíniΜύκονος
塔纳格拉,Tanágra
哈加特纳City in Guatemala,HagåtñaCity in Guatemala
薇薇特南果,Huehuetenango
雷塔卢莱乌,Retalhuleu
蒂卡尔,Tikal
圣彼得港,Saint Peter Port
科纳克里City in Guyana,ConakryCity in Guyana
阿马帕拉,Amapala
科马亚瓜,Comayagua
瓜纳哈,Guanaja
拉塞瓦,La Ceiba
佩洛塔斯伦皮拉,Puerto Lempira
罗阿坦,Roatán
特拉,Tela
约罗,Yoro
九龙,Kowloon
德布勒森,Debrecen
索诺克,Szolnok
阿库雷里,Akureyri
雷克雅未克,Reykjavík
加尔各答,Calcutta
斋浦尔लखनऊ,Jaipurलखनऊ
那格浦尔نئی دلی ‎ ਨਵੀਂ ਦਿੱਲੀनई दिल ् ली,Nagpurنئی دلی ‎ ਨਵੀਂ ਦਿੱਲੀनई दिल ् ली
新德里,New Delhi
巴特纳തിരുവനന ് തപുരം,Patnaതിരുവനന ് തപുരം
特里凡得琅திருச ் சிராப ் பள ் ளி,Thiruvananthapuramதிருச ் சிராப ் பள ் ளி
雅加达,Jakarta
巨港,Palembang
北干آبادان,Pekanbaruآبادان
阿哈加里اهواز,Aghajariاهواز
阿瓦士اردبيل,Ahvazاردبيل
恰赫巴哈尔ديرستان,Chah Baharديرستان
戈尔甘گوشه شاهزاده قاسم,Gorganگوشه شاهزاده قاسم
伊拉姆,Ilam
卡拉杰,Karaj
拉尔مشهد,Larمشهد
瑙沙赫尔ارومیه,Now Shahrارومیه
乌尔米耶قزوین,Orumiyehقزوین
加兹温,Qazvin
萨泽瓦سخت سر,Sabzevarسخت سر
塞姆南شهر بالا,Semnanشهر بالا
沙赫尔巴拉شهر كرد,Shahr-e Balaشهر كرد
大不里士تهران,Tabrizتهران
德黑兰يزد,Tehranيزد
邓莱里,Dunleary
埃拉特,Elat
马哈纳伊姆,Mahanayim
拉莫特雷米兹,Ramot Remez
阿本加,Albenga
阿维亚诺,Aviano
巴里,Bari
贝加莫,Bergamo
博洛尼亚,Bologna
卡利亚里,Cagliari
卡普里,Capri
库尼奥,Cuneo
的西莫曼鲁,Decimomannu
多比雅克,Dobbiaco
费拉拉FlorenceFirenzeCity in Italy,FerraraFlorenceFirenzeCity in Italy
弗利,Forlì
热那亚,Genoa
格罗塔列,Grottaglie
拉蒂纳,Latina
米兰,Milan
奥尔比亚,Olbia
潘泰莱里亚,Pantelleria
帕尔马,Parma
庞特卡格纳诺,Pontecagnano
里耶提,Rieti
里米尼RomeRomaCity in Italy,RiminiRomeRomaCity in Italy
圣斯蒂法诺,San Stèfano
圣欧费米亚,Sant 'Eufemia Lamezia
特拉帕尼,Trapani
特雷维科,Trevico
都灵VeniceVenezia,TurinVeniceVenezia
维罗纳,Verona
维特博,Viterbo
阿尔巴塔克斯City in Jamaica,ÀrbataxCity in Jamaica
阿美,Ami
调布,Chofu
富士市,Fuji
福江,Fukue
普天间,Futemma
岐阜,Gifu
浜中,Hamanaka
花卷市,Hanamaki
防府,Hofu
岩国,Iwakuni
出云市,Izumo
金山,Kanayama
鹿屋,Kanoya
熊本市,Kumamoto
三波,Minami
水户,Mito
宫崎,Miyazaki
带广,Obihiro
扇町屋,Ogimachiya
冈田,Okata
丘里,Okazato
小月,Ozuki
佐贺,Saga
三里冢,Sanrizuka
白井,Shiroi
馆山市,Tateyama
东京,Tokyo
鸟取,Tottori
丰冈,Toyooka
稚内,Wakkanai
山口,Yamaguchi
八尾,Yao
横田,Yokota
拉乌格,La Hougue
圣赫利尔,Saint Helier
亚喀巴,Al ' Aqabah
吉宰Amman 'Amman,Al JizahAmman 'Amman
阿拉木图Aktau,AlmatyAktau
阿克套Aktobe,AqtauAktobe
阿克托别,Aqtöbe
什姆肯特,Shymkent
内罗毕City in Kiribati,NairobiCity in Kiribati
利耶帕亚,Liepāja
里加BeirutBeyrouth,RīgaBeirutBeyrouth
拜尼奈,Baninah
帕兰加,Palanga
希奥利艾City in Luxembourg,ŠiauliaiCity in Luxembourg
凼仔,Taipa
斯科普里,Skopje
塔那那利佛,Antananarivo
马哈赞加,Mahajanga
陶拉纳鲁,Tolanaro
新山,Johor Bahru
巴生,Klang
哥打巴鲁,Kota Baharu
沙巴,Kota Kinabalu
瓜镇,Kuah
吉隆坡,Kuala Lumpur
马六甲,Melaka
美里,Miri
雪邦,Sepang
诗巫,Sibu
实兆远,Sitiawan
鲁卡,Luqa
瓦莱塔,Valletta
马朱罗,Majuro
勒拉芒丹,Le Lamentin
马图林港,Port Mathurin
坎昆,Cancún
卡门,Carmen
"奇琴伊察City in Chihuahua , Mexico","Chichén-ItzáCity in Chihuahua , Mexico"
"库利亚坎City in Durango , Mexico","CuliacánCity in Durango , Mexico"
埃尔萨波特,El Zapote
伊斯达巴,Ixtapa
"伊斯提佩City in Baja California Sur , Mexico","IxtepecCity in Baja California Sur , Mexico"
"拉古纳特皮克City in Guanajuato , Mexico","Laguna TepicCity in Guanajuato , Mexico"
莱昂,León
洛雷托,Loreto
马萨特兰,Mazatlán
墨西卡利Mexico CityMéxico,MexicaliMexico CityMéxico
米纳蒂特兰,Minatitlán
"莫雷利亚City in Yucatán , Mexico","MoreliaCity in Yucatán , Mexico"
"巴亚尔塔港City in Querétaro , Mexico","Puerto VallartaCity in Querétaro , Mexico"
塔帕丘拉,Tapachula
托雷翁,Torreón
塔尔萨,Tuxtla
"乌鲁阿潘City in Veracruz , Mexico","UruapanCity in Veracruz , Mexico"
帕利基尔,Palikir
基希讷乌City in Monaco,ChişinăuCity in Monaco
乌兰巴托,Ulaanbaatar
蒂瓦特,Tivat
胡塞马,Al Hoceima
拉巴特TangierTanger,RabatTangierTanger
丹吉尔,Tangier
得土安,Tetouan
贝拉,Beira
希莫尤,Chimoio
利欣加,Lichinga
马普托,Maputo
楠普拉,Nampula
彭巴,Pemba
克利马内RangoonYangon,QuelimaneRangoonYangon
仰光काठमाडौं,Rangoonकाठमाडौं
德库伊,De Kooy
希尔泽,Gilze
海牙,The Hague
瓦肯堡,Valkenburg
沃尔克尔,Volkel
加托,Gato
卡伦加,Karenga
努美阿,Nouméa
吉诺特加,Jinotega
惠加尔帕,Juigalpa
马那瓜,Managua
尼亚美,Niamey
伊凯贾,Ikeja
伊洛林,Ilorin
卡诺,Kano
查兰卡诺亚,Chalan Kanoa
贝勒沃格,Berlevåg
博列,Bolle
达朗,Dalem
弗洛尔,Florø
霍尔姆,Holm
谢维克,Kjevik
米汉门,Mehamn
勒尔维克,Rørvik
斯卡恩,Skagen
希恩,Skien
索拉,Sola
斯沃尔韦尔,Svolvær
托普,Torp
塞拉莱,Salalah
科罗尔,Koror
梅莱凯奥克,Melekeok
巴拿马,Panamá
都库门,Tocumen
阿亚库乔,Ayacucho
胡利亚卡City in Peru,JuliacaCity in Peru
塔拉腊,Talara
塔拉波托,Tarapoto
特鲁希略,Trujillo
达沃,Davao
拉瓦格,Laoag
苏比克,Subic
三宝颜市,Zamboanga City
克拉科夫,Kraków
波兹南,Poznań
弗罗茨瓦夫,Wrocław
威利斯,Monte Real
蒙蒂霍,Montijo
奥瓦尔,Ovar
波尔图,Porto
圣港Santa Cruz,Porto SantoSanta Cruz
辛特拉,Sintra
卡罗莱纳,Carolina
巴克岛,Bacau
克卢日-纳波卡,Cluj-Napoca
克拉约瓦,Craiova
雅西,Iaşi
米哈伊康斯坦蒂,Mihail Kogălniceanu
萨图马雷,Satu Mare
锡比乌,Sibiu
苏恰瓦,Suceava
蒂米什瓦拉,Timişoara
图耳恰,Tulcea
特尔古-古穆列什Абакан,Târgu-MureşАбакан
阿巴坎Адлер,AbakanАдлер
阿纳帕Архангельск,AnapaАрхангельск
巴尔瑙尔Брацк,BarnaulБрацк
赤塔Чульман,ChitaЧульман
诸尔曼Энгельс,Chul 'manЭнгельс
喀山Кемерово,Kazan 'Кемерово
克麦罗夫Хабаровск,KemerovoХабаровск
尼尔奇克Нижневартовск,Nal 'chikНижневартовск
奥伦堡Пенза,OrenburgПенза
奔萨Пермь,PenzaПермь
彼尔姆Петропавловск-Камчатский,Perm 'Петропавловск-Камчатский
萨拉托夫Ставрополь,SaratovСтаврополь
斯塔夫罗波尔Стригино,Stavropol 'Стригино
苏尔古特,Surgut
维利奇拉基,Velikiye Luki
沃罗涅什,Voronezh
叶卡捷琳堡,Yekaterinburg
圣皮埃尔,Saint-Pierre
沙点,Pointe Sable
阿皮亚City in San Marino,ApiaCity in San Marino
阿基克,Al ' Aqiq
亚特,Al Qurayyat
塔伊夫DhahranAz Zahran,At Ta 'ifDhahranAz Zahran
哈伊勒,Ha 'il
吉赞,Jizan
纳杰兰,Najran
卡拉,Qara
塔布克,Tabuk
泰姆拉,Tamrah
图赖夫,Turayf
盐步尼罗河,Yanbu ' al Bahr
达喀尔,Dakar
尼什,Niš
弗尔沙茨,Vršac
泽蒙,Zemun
弗里敦,Freetown
隆吉City in Singapore,LungiCity in Singapore
诺维茨赫里佐夫,Dolný Hričov
科希策,Košice
卢切内茨,Lučenec
尼特拉,Nitra
皮斯塔尼,Piešťany
斯里亚克,Sliač
卢布尔雅那,Ljubljana
马里博尔,Maribor
波多若斯,Portorož
霍尼亚拉,Honiara
布隆方丹,Bloemfontein
开普敦,Cape Town
德班,Durban
阿平顿,Upington
弗里尼兴,Vereeniging
清州,Ch 'ongju
仁川,Inch 'on
平泽,P 'yongt 'aek
汉城,Seoul
阿拉科鲁尼亚,A Coruña
亚刚西利欧,Agoncillo
阿坎塔利亚,Alcantarilla
阿利坎特,Alicante
阿尔梅里亚,Almería
阿米利亚,Armilla
毕尔巴鄂,Bilbao
旧科尔梅纳尔,Colmenar Viejo
萨尔瓦多马托拉尔,El Matorral
富恩特拉维亚,Fuenterrabía
赫罗纳,Gerona
赫塔菲,Getafe
伊维萨,Ibiza
赫雷斯City in Spain,JerezCity in Spain
马洪,Mahón
莫龙,Morón
马拉加,Málaga
诺艾恩,Noáin
帕尔马,Palma
塞拉曼加,Salamanca
圣哈维尔,San Javier
圣巴勃罗,San Pablo
塔拉韦拉拉雷亚尔,Talavera la Real
维哥,Vigo
比亚努夫拉,Villanubla
科伦坡,Colombo
喀土穆,Khartoum
帕拉马里博,Paramaribo
朗伊尔城,Longyearbyen
卢邦博,Lobamba
姆巴巴内,Mbabane
博伦厄,Borlänge
耶利瓦勒,Gällivare
哥德堡,Göteborg
延雪,Jönköping
卡尔马,Kalmar
林雪平,Linköping
吕勒奥,Luleå
马尔默,Malmö
北雪平,Norrköping
尼雪平,Nyköping
谢莱夫特奥,Skellefteå
斯德哥尔摩,Stockholm
于默奥,Umeå
韦克舍,Växjö
伯尔尼GenevaGenève,BernGenevaGenève
日内瓦,Geneva
格林肯,Grenchen
卢加诺,Lugano
纳沙泰尔,Neuchâtel
圣加仑,Sankt Gallen
锡安,Sion
苏黎世,Zurich
拉塔基亚高雄巿,Latakia高雄巿
埔顶臺北市,Pu-ting臺北市
台北市,T 'ai-pei Shih
布科巴,Bukoba
伊林加,Iringa
基戈马,Kigoma
姆贝亚,Mbeya
莫罗戈罗,Morogoro
姆特瓦拉,Mtwara
松盖阿,Songea
塔波拉,Tabora
春武里,Chon Buri
华欣,Hua Hin
孔敬,Khon Kaen
南邦,Lampang
夜丰颂,Mae Hong Son
难市,Nan
帕市,Phrae
普吉,Phuket
拉廊,Ranong
罗永,Rayong
素叻他尼,Surat Thani
董里,Trang
乌汶,Ubon Ratchathani
洛美,Lome
拉马卡拉,Niamtougou
福阿阿莫图,Fua 'amotu
努库阿洛法,Nuku 'alofa
皮亚尔科,Piarco
西班牙港,Port-of-Spain
比塞大,Bizerte
萨尔瓦多锅,El Borma
凯万,Kairouan
斯法克斯,Sfax
塔巴尔卡,Tabarka
托泽尔,Tozeur
安卡拉,Ankara
乔尔卢,Corlu
达拉曼,Dalaman
加济安泰普,Gaziantep
伊兹密尔,Izmir
孔雅,Konya
马拉蒂亚,Malatya
阿马西亚,Merzifon
富纳富提,Funafuti
恩德培,Entebbe
卡巴勒,Kabale
坎帕拉,Kampala
哈尔科夫KievKyyiv,KharkivKievKyyiv
利沃夫,L 'viv
尼古拉耶夫,Mykolayiv
罗夫诺,Rivne
辛菲罗波尔,Simferopol '
艾因,Al ' Ayn
富查伊拉DubaiDubayy,Al FujayrahDubaiDubayy
埃格林顿,Eglinton
范堡罗,Farnborough
休城,Hugh Town
科克沃,Kirkwall
莱肯希斯,Lakenheath
迈尔哈姆,Marham
诺斯霍特,Northolt
圣安森,Saint Athan
肖伯里,Shawbury
肖勒姆海岸,Shoreham-by-Sea
斯托诺威,Stornoway
萨姆堡,Sumburgh
托普克利夫,Topcliffe
山谷,Valley
温弗利特,Wainfleet
威克,Wick
阿尔比马尔,Albemarle
艾伯特利,Albert Lea
阿尔贝维尔,Albertville
阿纳海姆,Anaheim
安格尔顿,Angleton
安贡,Angoon
阿尼亚克,Aniak
安科尼,Ankeny
安蒂戈,Antigo
安维克,Anvik
班戈,Bangor
巴港,Bar Harbor
巴拉布,Baraboo
巴托,Bartow
海湾市,Bay City
贝莱尔,Bellaire
贝尔维,Bellevue
贝尔马尔,Belmar
本顿港,Benton Harbor
大斯普林,Big Spring
比格福克,Bigfork
比洛克西,Biloxi
布莱克河,Black River
布莱斯维尔,Blytheville
伯克莱屯,Boca Raton
博格,Bogue
鲍曼,Bowman
布伦纳姆,Brenham
布朗宁,Browning
巴克汉诺,Buckhannon
巴特勒,Butler
坎顿,Canton
卡纳维拉尔角,Cape Canaveral
珊瑚角,Cape Coral
卡尔米,Carmi
卡罗,Caro
卡罗尔顿,Carrollton
森特勒利亚,Centralia
洽马,Chama
教堂山,Chapel Hill
希博伊根,Cheboygan
切罗基,Cherokee
奇格尼克,Chignik
奇利科西,Chillicothe
辛科提格,Chincoteague
克莱尔莫尔,Claremore
克利尔沃特,Clearwater
克林顿维尔,Clintonville
克洛凯,Cloquet
科菲维尔,Coffeyville
库克,Cook
库铂港,Copper Harbor
科图拉,Cotulla
鹤湖,Crane Lake
克罗基特,Crockett
卡尔曼,Cullman
卡尔佩珀,Culpeper
柯里塔克,Currituck
卡特班克,Cut Bank
达格特,Daggett
戴尔维尔,Daleville
达尔哈特,Dalhart
道尔顿,Dalton
戴利城,Daly City
达尔泽尔,Dalzell
达灵顿,Darlington
德昆,De Queen
迪卡尔布,DeKalb
迪科拉,Decorah
鹿苑,Deer Park
邓肯,Duncan
杜兰特,Durant
伊格尔里弗,Eagle River
埃芬厄姆,Effingham
伊杰吉克,Egegik
埃尔里诺,El Reno
埃尔伯特,Elbert
埃尔芬科夫,Elfin Cove
伊丽莎白,Elizabeth
埃尔科,Elko
伊利,Ely
伊利里亚,Elyria
埃米格兰特加普,Emigrant Gap
埃夫拉塔,Ephrata
伊利,Erie
欧文,Erwin
埃弗莱斯,Eveleth
长荣,Evergreen
法隆,Fallon
法里博,Faribault
费耶特维尔,Fayetteville
丰塔纳,Fontana
本宁堡,Fort Benning
佩恩堡,Fort Payne
史托克顿堡,Fort Stockton
沃尔顿堡滩,Fort Walton Beach
韦恩堡,Fort Wayne
沃思堡,Fort Worth
育空堡,Fort Yukon
弗伦奇维尔,Frenchville
富尔顿,Fulton
加里安诺,Galliano
吉尔伯特,Gilbert
戈勒姆,Gorham
格拉夫顿,Grafton
格雷厄姆,Graham
格兰柏立,Granbury
格里尔,Greer
格雷布尔,Greybull
格鲁夫,Grove
格尔卡纳,Gulkana
格思里,Guthrie
黑利,Hailey
哈伦,Harlan
哈夫洛克,Havelock
希利,Healy
赫恩,Hearne
赫廷格,Hettinger
海厄利亚,Hialeah
希宾,Hibbing
山市,Hill City
胡珀湾,Hooper Bay
霍顿湖,Houghton Lake
霍尔顿,Houlton
豪厄尔,Howell
因约肯,Inyokern
欧文,Irvine
欧文,Irving
杰罗姆,Jerome
乔利矣特,Joliet
卡胡卢伊,Kahului
凯卢阿,Kailua
凯克,Kake
卡克托维克,Kaktovik
卡尔塔格,Kaltag
考马拉波,Kaumalapau
考纳卡凯,Kaunakakai
卡尼,Kearney
基恩,Keene
凯卡哈,Kekaha
基奈,Kenai
基奥卡克,Keokuk
克尔维尔,Kerrville
金博尔,Kimball
萨蒙王村,King Salmon
金曼,Kingman
基普努克,Kipnuk
齐瓦利纳,Kivalina
可可摩,Kokomo
科策布,Kotzebue
科尤克,Koyuk
拉格兰奇,La Grange
拉洪塔,La Junta
拉韦塔,La Veta
莱肯,Lacon
拉海纳,Lahaina
湖明丘米纳,Lake Minchumina
莱克维尔,Lakeview
兰伯特维尔,Lambertville
劳伦斯维尔,Lawrenceville
利维尔,Leeville
勒莫尔,Lemoore
石灰村,Lime Village
小石城,Little Rock
利沃尼亚,Livonia
洛厄尔,Lowell
兰伯顿,Lumberton
曼蒂奥,Manteo
枫树湖,Maple Lake
马尔法,Marfa
马克斯顿,Maxton
梅港,Mayport
麦考尔,McCall
麦库姆,McComb
麦库克,McCook
麦格夫,McGrath
麦格雷戈,McGregor
麦金利公园,McKinley Park
麦金尼,McKinney
麦克明维尔,McMinnville
米查姆,Meacham
米克尔,Meeker
梅尔法,Melfa
梅纳,Mena
梅诺莫尼,Menomonie
墨丘利,Mercury
梅里尔,Merrill
梅特拉卡特拉,Metlakatla
米林顿,Millington
东米拉诺克,Millinocket
蒙塔古,Montague
穆拉,Mora
艾利山,Mount Airy
迦密山,Mount Carmel
波科诺山,Mount Pocono
山景城,Mountain View
马伦,Mullan
默特尔比奇,Myrtle Beach
内那那,Nenana
新士麦那海滩,New Smyrna Beach
纽伯里,Newberry
纽哈伦,Newhalen
纽霍尔,Newhall
诺阿塔克,Noatak
诺曼,Norman
北默特尔比奇,North Myrtle Beach
诺瓦克,Norwalk
奥尼尔,O 'Neill
橡树湾,Oak Harbor
大洋城,Ocean City
奥尔温,Oelwein
奥加拉拉,Ogallala
欧克秋比,Okeechobee
奥克马尔吉,Okmulgee
橄榄枝,Olive Branch
奥莉维亚,Olivia
奥尔尼,Olney
奥兰治堡,Orangeburg
奥洛维尔,Oroville
欧尔,Orr
奥顿维尔,Ortonville
奥塔姆瓦,Ottumwa
奥瓦通纳,Owatonna
帕洛阿尔托,Palo Alto
潘帕,Pampa
帕塔森,Patuxent
波塔基特,Pawtucket
佩拉,Pella
佩里,Perry
松河,Pine River
普莱瑟,Placer
普莱恩维尤,Plainview
白金,Platinum
波因特霍普,Point Hope
雷点,Point Lay
波莫纳,Pomona
庞帕诺比奇,Pompano Beach
波普拉布拉夫,Poplar Bluff
希望港,Port Hope
拉瓦卡港,Port Lavaca
波提奥,Poteau
普拉特,Pratt
夸克敦,Quakertown
拉辛,Racine
拉蒙纳,Ramona
伦秋库卡蒙加,Rancho Cucamonga
兰图尔,Rantoul
雷登,Raton
雷克斯伯格,Rexburg
赖夫尔,Rifle
洛克波特,Rockport
罗伊,Roe
罗克斯伯勒,Roxboro
萨沃奇,Saguache
圣克拉拉,Santa Clara
萨拉纳克湖,Saranac Lake
苏圣玛丽,Sault Ste . Marie
沙瓦纳,Savanna
萨文格,Savoonga
斯卡蒙贝,Scammon Bay
瑟西,Searcy
塞拉威克,Selawik
塞米诺尔,Seminole
肖尼,Shawnee
谢尔比,Shelby
谢尔比维尔,Shelbyville
谢尔曼,Sherman
雪莉,Shirley
银湾,Silver Bay
银城,Silver City
西米谷,Simi Valley
斯雷顿,Slayton
斯利特缪特,Sleetmute
南哈芬,South Haven
南山,South Hill
斯巴达,Sparta
斯坦顿,Stanton
斯特林,Sterling
斯托姆莱克,Storm Lake
斯图尔特,Stuart
萨弗克,Suffolk
桑尼维尔,Sunnyvale
斯威特沃特,Sweetwater
西尔瓦尼亚,Sylvania
塔勒阔,Tahlequah
塔基特纳,Talkeetna
塔里奥尔,Tarryall
泰勒维尔,Taylorville
特凯马,Tekamah
坦佩,Tempe
泰特伯勒,Teterboro
廷城,Tin City
托贾克,Togiak
托诺帕,Tonopah
托雷翁,Torreon
托林顿,Torrington
特雷西,Tracy
特洛伊,Troy
图克姆卡里,Tucumcari
尤开雅,Ukiah
乌纳拉克利特,Unalakleet
团结村,Unity Village
瓦卡维尔,Vacaville
文图拉,Ventura
维克多维尔,Victorville
温顿,Vinton
瓦希阿瓦,Wahiawā
瓦佩顿,Wahpeton
温赖特,Wainwright
沃伦,Warren
沃基根,Waukegan
沃帕卡,Waupaca
沃托马,Wautoma
韦恩,Wayne
沃顿,Wharton
惠顿,Wheaton
温尼木卡,Winnemucca
威诺纳,Winona
温特维尔,Winterville
狼点,Wolf Point
雅库塔特,Yakutat
扬克顿,Yankton
尤马,Yuma
夏洛特阿马利亚,Charlotte Amalie
杜拉斯诺,Durazno
阿卡里瓜City in Venezuela,AcariguaCity in Venezuela
卡拉波梭,Calabozo
埃尔比希亚,El Vigía
圭里亚,Güiria
马拉开波,Maracaibo
马拉凯,Maracay
马图林,Maturín
阿亚库齐港,Puerto Ayacucho
圣费利佩City in Venezuela,San FelipeCity in Venezuela
圣多美,San Tomé
圣巴巴拉City in Venezuela,Santa BárbaraCity in Venezuela
瓦勒拉,Valera
岘港HanoiHa Noi,Da NangHanoiHa Noi
河内Ho Chi Minh CityThanh Pho Ho Chi Minh,HanoiHo Chi Minh CityThanh Pho Ho Chi Minh
胡志明市,Ho Chi Minh City
马塔乌图,Mata 'utu
马里卜,Ma 'rib
萨那,Sanaa
塔伊兹,Ta 'izz
毫巴,mb
毫米汞柱,mmHg
英尺汞柱,inHg
卡马沙里,Camacuri
罗沃雷,Roboré
瓜拉廷格塔,Guaratinguetá
班克罗夫特,Bancroft
卡普沙,Cap-Chat
谢蒂坎普,Chéticamp
科罗内申,Coronation
吉姆利,Gimli
伦诺克斯维尔,Lennoxville
拉基莱克,Lucky Lake
米尔克河,Milk River
新孔图瓦尔,Nouveau-Comptoir
小河村,Petite-Rivière
塔洛约克,Taloyoak
伊瓦格,Ibagué
蒙特里亚,Monteria
波帕扬,Popayán
里奥阿查,Riohacha
圣玛尔塔,Santa Marta
比亚维森西奥,Villavicencio
博尔,Bol
万塔,Vantaa
比谢尔,Büchel
班布,Bamboo
太子港,Port-au-Prince
阿加尔塔拉आगरा,Agartalaआगरा
包纳加尔भोपाल,Bhavnagarभोपाल
博帕尔ଭୁବେନଶ ୍ ବର,Bhopalଭୁବେନଶ ୍ ବର
金奈கோயம ் புத ் தூர ்,Chennaiகோயம ் புத ் தூர ்
哥印拜陀देहरादून,Coimbatoreदेहरादून
迪布鲁格尔दीमापुर,Dibrugarhदीमापुर
迪马布尔,Dimapur
斋浦尔जम ् मू,Jaipurजम ् मू
查谟Cochin,JammuCochin
加尔各答लेह,Kolkataलेह
列城लखनऊ,Lehलखनऊ
孟买,Mumbai
浦那शिमला,Puneशिमला
西姆拉श ् रीनगरشرینگر,Shimlaश ् रीनगरشرینگر
斯利那加തിരുവനന ് തപുരം,Srinagarതിരുവനന ് തപുരം
萨赫特萨尔,Sakht Sar
布勒伊切尔维尼亚,Breuil-Cervinia
莱圭利亚,Laigueglia
帕拉佐,Palazzo
布科特沃洛夫,Boukot Ouolof
圣莫里茨,St. Moritz
拉塔基亚高雄,Latakia高雄
台北埔頂,Taipei埔頂
桃园,Taoyuan
豪迈特苏格,Houmt Souk
