src,tgt
キト,Quito
マラボ,Malabo
アコン,Acon
ビアリッツCity in France,BiarritzCity in France
ブリーブ,Brive
クレー,Creil
ル ・ ピュイ,Le Puy
ロモランタン,Romorantin
サロン,Salon
カイエンヌ,Cayenne
パペーテ,Papeete
フランスビル,Franceville
ボン,Bonn
フランクフルト,Frankfurt
"ハーンCity in Hamburg , Germany","HahnCity in Hamburg , Germany"
ライネ,Rheine
スタットガート,Stuttgart
アクラCity in Gibraltar,AccraCity in Gibraltar
バンブー,Bamboo
センイト ・ ピーター ・ ポート,Saint Peter Port
コナクリCity in Guyana,ConakryCity in Guyana
コマヤグア,Comayagua
九竜,Kowloon
カルカッタ,Calcutta
ジャイプルलखनऊ,Jaipurलखनऊ
ナーグプルنئی دلی ‎ ਨਵੀਂ ਦਿੱਲੀनई दिल ् ली,Nagpurنئی دلی ‎ ਨਵੀਂ ਦਿੱਲੀनई दिल ् ली
ニューデリー,New Delhi
ジャカルタ,Jakarta
プカンバルーآبادان,Pekanbaruآبادان
アガジャリاهواز,Aghajariاهواز
アフワーズاردبيل,Ahvazاردبيل
チャーバールديرستان,Chah Baharديرستان
ゴルガーンگوشه شاهزاده قاسم,Gorganگوشه شاهزاده قاسم
カラジ,Karaj
ラーمشهد,Larمشهد
ウルミアقزوین,Orumiyehقزوین
カズビーン,Qazvin
サブゼバールسخت سر,Sabzevarسخت سر
セムナーンشهر بالا,Semnanشهر بالا
テヘランيزد,Tehranيزد
エーラト,Elat
マハナイム,Mahanayim
ラモート ・ レメズ,Ramot Remez
ハ ・ ツァフォン,Shizzafon
バリ,Bari
ベルガモ,Bergamo
ボローニャ,Bologna
カリアリ,Cagliari
クネオ,Cuneo
フェッラナFlorenceFirenzeCity in Italy,FerraraFlorenceFirenzeCity in Italy
ジェノバ,Genoa
ミラン,Milan
オルビア,Olbia
パネヴァッジョ,Paneveggio
ピアツェンツァ,Piacenza
トラパニ,Trapani
チュリンVeniceVenezia,TurinVeniceVenezia
ベロナ,Verona
阿見,Ami
富士,Fuji
普天間,Futemma
岐阜,Gifu
浜中,Hamanaka
防府,Hofu
岩国,Iwakuni
金山,Kanayama
鹿屋,Kanoya
三波,Minami
水戸,Mito
扇町屋,Ogimachiya
岡田,Okata
丘里,Okazato
小月,Ozuki
三里塚,Sanrizuka
城井,Shiroi
館山,Tateyama
豊岡,Toyooka
山口,Yamaguchi
横田基地,Yokota
セント ・ ヘリア,Saint Helier
アル ・ アカバ,Al ' Aqabah
ギザAmman 'Amman,Al JizahAmman 'Amman
ナイロビCity in Kiribati,NairobiCity in Kiribati
リガBeirutBeyrouth,RīgaBeirutBeyrouth
スコピエ,Skopje
アンタナナリボ,Antananarivo
ジョホールバール,Johor Bahru
クラン,Klang
コタバル,Kota Baharu
クアラ ・ ルンプール,Kuala Lumpur
ムラカ,Melaka
バレッタ,Valletta
マジュロ,Majuro
カルメン,Carmen
コスメル,Cozumel
"クリアカンCity in Durango , Mexico","CuliacánCity in Durango , Mexico"
モンテレイ,Monterrey
トゥストラ,Tuxtla
"ウルアパンCity in Veracruz , Mexico","UruapanCity in Veracruz , Mexico"
パリキール,Palikir
ウラーンバートル,Ulaanbaatar
ラバトTangierTanger,RabatTangierTanger
タンジール,Tangier
マプト,Maputo
ケリマネRangoonYangon,QuelimaneRangoonYangon
ヤンゴンकाठमाडौं,Rangoonकाठमाडौं
ヘーグ,The Hague
ガトー,Gato
ヌメア,Nouméa
マナグア,Managua
ニアメー,Niamey
イケジャ,Ikeja
ホルム,Holm
コロール,Koror
メレキオ,Melekeok
プカイパ,Pucallpa
スービック,Subic
サンボアンガ,Zamboanga City
アバカンАдлер,AbakanАдлер
アナパАрхангельск,AnapaАрхангельск
バルナウルБрацк,BarnaulБрацк
カザン 'Кемерово,Kazan 'Кемерово
ケメロボХабаровск,KemerovoХабаровск
オレンブルグПенза,OrenburgПенза
ペンザПермь,PenzaПермь
サラトフСтаврополь,SaratovСтаврополь
エカチェリンブルグ,Yekaterinburg
アピーアCity in San Marino,ApiaCity in San Marino
アル ・ アキク,Al ' Aqiq
グライヤト,Al Qurayyat
ワジュ,Al Wajh
ジザン,Jizan
カラ,Qara
ツライフ,Turayf
ダカール,Dakar
ゼムン,Zemun
フリータウン,Freetown
ホニアラ,Honiara
ブルームフォンテーン,Bloemfontein
ケープ ・ タウン,Cape Town
ダーバン,Durban
清州,Ch 'ongju
仁川,Inch 'on
平澤,P 'yongt 'aek
大邱,Taegu
アリカンテ,Alicante
アルミラ,Armilla
ビルバオ,Bilbao
コルメナル ・ ビエホ,Colmenar Viejo
ヘロナ,Gerona
イビサ,Ibiza
ヘレスCity in Spain,JerezCity in Spain
パルマ,Palma
サラマンカ,Salamanca
サン ・ パブロ,San Pablo
ビゴ,Vigo
コロンボ,Colombo
パラマリボ,Paramaribo
ムババネ,Mbabane
ベルンGenevaGenève,BernGenevaGenève
ラタキア高雄巿,Latakia高雄巿
埔頂臺北市,Pu-ting臺北市
台北,T 'ai-pei Shih
ポートオブスペイン,Port-of-Spain
フーム ・ スーク,Houmt Souk
アンカラ,Ankara
マラティヤ,Malatya
カンパラ,Kampala
クリヴィイ ・ リィ,Kryvyy Rih
アル ・ アイン,Al ' Ayn
アル ・ フジャイラDubaiDubayy,Al FujayrahDubaiDubayy
ヒュー ・ タウン,Hugh Town
プリマス,Plymouth
ストックトン,Stockton
アルバートビル,Albertville
アナハイム,Anaheim
バー ・ ハーバー,Bar Harbor
ベントン ・ ハーバー,Benton Harbor
ブラック ・ イーグル,Black Eagle
ブラック ・ リバー,Black River
バトラ,Butler
コーラル岬,Cape Coral
ケアロ,Caro
カロルトン,Carrollton
チェロキー,Cherokee
ココア,Cocoa
ダルトン,Dalton
デーリーシティ,Daly City
デカルブ,DeKalb
エル ・ レノ,El Reno
エルバート,Elbert
エリザベス,Elizabeth
エルクハート,Elkhart
ファーミングトン,Farmington
フェーエットビル,Fayetteville
フォート ・ ウォルトン ・ ビーチ,Fort Walton Beach
ギルバート,Gilbert
グレーイング,Grayling
ヘイリー,Hailey
ヘイリーヴィル,Haleyville
アービン,Irvine
アービング,Irving
ジュノー,Juneau
ノックスビル,Knoxville
コツェビュー,Kotzebue
ラフィーエット,Lafayette
ローレンスビル,Lawrenceville
ロートン,Lawton
レキシントン,Lexington
リトル ・ ロック,Little Rock
マグレガー,McGregor
マッキニー,McKinney
マイノット,Minot
モンロー,Monroe
モンティチェロ,Monticello
マウンテン ・ ホーム,Mountain Home
ニューアーク,Newark
ノーウォーク,Norwalk
オーク ・ ハーバー,Oak Harbor
オキチョービ,Okeechobee
オーラス,Olathe
オマハ,Omaha
パタクセント,Patuxent
ペリー,Perry
ランチョ ・ クカモンガ,Rancho Cucamonga
ライフル,Rifle
ロウ,Roe
シャーマン,Sherman
サウス ・ ヘブン,South Haven
スポーケン,Spokane
スタントン,Stanton
サニーベール,Sunnyvale
テンペ,Tempe
チュニカ,Tunica
ベンチュラ,Ventura
ヴィクタービル,Victorville
ワヒアワ,Wahiawā
ウェイン,Wayne
ウィンタービル,Winterville
シャーロット Amalie,Charlotte Amalie
アカリグアCity in Venezuela,AcariguaCity in Venezuela
マラカイボ,Maracaibo
マラカイ,Maracay
パラミヨ,Paramillo
サン ・ フェリペCity in Venezuela,San FelipeCity in Venezuela
サンタバーバラCity in Venezuela,Santa BárbaraCity in Venezuela
ダ ・ ナンHanoiHa Noi,Da NangHanoiHa Noi
ハノイHo Chi Minh CityThanh Pho Ho Chi Minh,HanoiHo Chi Minh CityThanh Pho Ho Chi Minh
ホーチミン,Ho Chi Minh City
マアリブ,Ma 'rib
アル ・ マリ,Mori
サヌア,Sanaa
シャアン,Say 'un
タイッズ,Ta 'izz
イバゲ,Ibagué
モンテリア,Monteria
ポパヤン,Popayán
リオアチャ,Riohacha
サンタ ・ マルタ,Santa Marta
ビヤビセンシオ,Villavicencio
ポルトープランス,Port-au-Prince
アガルタラआगरा,Agartalaआगरा
バーオナガルभोपाल,Bhavnagarभोपाल
ボーパールଭୁବେନଶ ୍ ବର,Bhopalଭୁବେନଶ ୍ ବର
チェンナイகோயம ் புத ் தூர ்,Chennaiகோயம ் புத ் தூர ்
コーヤンブットゥールदेहरादून,Coimbatoreदेहरादून
ディブルガルदीमापुर,Dibrugarhदीमापुर
ディマプル,Dimapur
ジャイプルजम ् मू,Jaipurजम ् मू
ジャンムーCochin,JammuCochin
コルカタलेह,Kolkataलेह
レーलखनऊ,Lehलखनऊ
ムンバイ,Mumbai
プネーशिमला,Puneशिमला
シムラーश ् रीनगरشرینگر,Shimlaश ् रीनगरشرینگر
スリーナガルതിരുവനന ് തപുരം,Srinagarതിരുവനന ് തപുരം
ナリチクНижневартовск,Nal 'chikНижневартовск
サンモリッツ,St. Moritz
ラタキア高雄,Latakia高雄
台北埔頂,Taipei埔頂
チャーチ ・ フェントン,Church Fenton
エグリントン,Eglinton
埔頂,Pu-ting
グリニッジ標準時timezone,Greenwich Mean Timetimezone
デフォルトの場所,Default location
RJAA,EGLL
マイル,mi
デブレツェン,Saarbrücken
呼和浩徳济南,Hohhot济南
シャーロット,Charlo
ポートルイス,Portela
ヘレス,Jerez
プラグインマネージャー,Plugin Manager
プラグインマネージャービュー,Plugin Manager View
組み込みプラグインを表示する,Show Builtin
GNOME ドキュメンテーションライブラリ,GNOME Documentation Library
検索シンボル,Lookup Symbol
クッキーを削除,Remove cookie
サポート,Support
開発,Development
コミュニティ,Community
GNOME 開発センター,GNOME Development
libxml2 リファレンスマニュアル,libxml2 Reference Manual
libart リファレンスマニュアル,libart Reference Manual
GStreamer コア ・ リファレンスマニュアル,GStreamer Core Reference Manual
GStreamer ライブラリ ・ リファレンスマニュアル,GStreamer Library Reference Manual
PyGTK リファレンスマニュアル,PyGTK Reference Manual
telepathy-glib リファレンスマニュアル-,telepathy-glib Reference Manual-
PyGObject リファレンスマニュアル,PyGObject Reference Manual
libxml + + ドキュメント,glibmm Documentation
gtkmm ドキュメント,gtkmm Documentation
pangomm ドキュメント,pangomm Documentation
libvtemm ドキュメント,libvtemm Documentation
cluttermm ドキュメント,cluttermm Documentation
clutter-gtkmm ドキュメント,clutter-gtkmm Documentation
java-gnome API ドキュメント,java-gnome API Documentation
GTK + プログラミング ・ チュートリアル,GTK + Programming Tutorial
メニュー仕様,Menu Specification
アイコンテーマ仕様,Icon Theme Specification
アイコンの命名方法の仕様,Icon Naming Specification
GNOME バグ ・ トラッカー,GNOME Bug Tracker
Telepathy スタック,Telepathy Stack
LibreOfficeベース,LibreOffice
LibreOfficeライタ,Office Suite
LibreOffice計算,LibreOffice Calc
LibreOfficeライタ,LibreOffice Writer
ドロー,Drawing
LibreOffice描画,LibreOffice Draw
LibreOfficeベース,LibreOffice Math
現在のレベル,The current level
MemProf エラー,MemProf Error
MemProf 警告,MemProf Warning
累積,Cumulative
呼び出し元,Caller
修正すべきプロファイリング情報の型,Type of profiling information to collect
実行ファイルの実行,Run Executable
実行ファイルのパス名を入力して下さい,Enter pathname to an executable
プログラムの実行,Run Program
実行,Run
プログラムの強制終了,Kill Program
プロファイルの生成,Create Profile
OK,0k
スタックトレース,Stack Trace
初期,Initial
終了,Exiting
ゾンビ,Defunct
切り離し,Detach
プロセスID,PID
メモリプロファイリングツール,Memory Profiling Tool
2004 年 1 月,January 2004
モンキーバブルを起動,To Start Monkey Bubble
モンキーバブル,Monkey Bubble
バブルゲーム,bubble game
プレイヤー 1 の左キー,left key for player one
プレイヤー 1 の右キー,right key for player one
プレイヤー 2 の左キー,left key for player two
プレイヤー 2 の右キー,right key for player two
ゲームを停止,Stop the game
ゲームを終了,Quit the game
一人プレイ,1 player game
ネットワークゲーム,Network game
ゲームを終了,Quit game
ゲームを開始,Start Game
新しいゲーム 1 プレイヤー,New game 1 player
新しいゲーム 2 プレイヤー,New game 2 player
停止,Stop game
照準左,aim left
照準右,aim right
プレイヤー 1,Player 1
プレイヤー 2,Player 2
新しいネットワークゲーム,New network game
ネットワークゲームを作成,Create network game
アクセラレータの種類,The type of accelerator .
新しいアクセラレータを入力,Type a new accelerator
自動クリック,Double Click
自動クリック,Drag Click
捕獲エリア,Capture Pointer
捕獲エリアの大きさ,Size of Capture Area
自動クリック,Dwell Click Type
自動クリック,Dwell Click
ポインタの捕獲,Pointer Capture
ポインタをロックするエリアです,Area to lock the pointer
捕獲エリアの大きさ,Size of capture area
捕獲エリア,Capture area
右クリック,Right Click
捕獲エリアの大きさ,Size of the Capture Area
テキストのみ表示,Show Text only
ホバークリック,Hover Click
ドラッグ,Drag
ボタンのスタイル,Button Style
自動クリックアプレット,Dwell Click Applet
ポインタの捕獲アプレット,Pointer Capture Applet
オーバーバーンの可否,Enable overburn
BurnProof オプションの可否,Enable Burnproof option
DVD-R または DVD-RAM,"DVD-R , or DVD-RAM"
ファイル ・ イメージ,File image
CD の消去中です,Blanking CD
DVD の消去中です,Blanking DVD
イメージから生成,Create From Image
ファイルと一緒に生成,Create With File
全てスキップする,Skip All
ソース名,Source name
ソースの種類,Source type
計算中 ...,Calculating ...
CD へ書き込む準備をしています,Preparing to write CD
DVD へ書き込む準備をしています,Preparing to write DVD
CD へ書き込み中です,Writing CD
DVD へ書き込み中です,Writing DVD
完了,Complete
イメージを CD へ書き込み中,Writing Image to CD
イメージを DVD へコピー中,Writing Image to DVD
イメージを CD へ書き込み中,Writing image to CD
イメージを DVD へ書き込み中,Writing image to DVD
CD の書き込み中,Burning CD
ファイル名の変更,Rename file
トラック :,Track :
ビットレート :,Bit rate :
モノラル,mono
エラー : 情報がありません,ERROR : no information yet
端末を開きます,Open a terminal
不明な応答メッセージです,Unknown recipient .
コミット,Commit
CVS 情報,CVS Information
タグ :,Tag :
スタンプ,Stamp
CA 証明書を無視,Ignore CA certificate
接続に失敗,Connection failure
ネットワーク接続がありません,No network connection
NetworkManager アプレット,NetworkManager Applet
CDMA ネットワーク,CDMA network .
自動 Ethernet,Auto Ethernet
Ethernet ネットワーク,Ethernet Network
DSL 認証,DSL authentication
GSM ネットワーク,GSM network .
ローミング,roaming
動的 WEP,Dynamic WEP
デフォルトルート :,Default Route :
インターフェース :,Interface :
VPN の種類 :,VPN Type :
VPN ゲートウェイ :,VPN Gateway :
VPN バナー :,VPN Banner :
作成 …,Create …
アクティブバックアップ,Active backup
リンクローカル,Link-Local
変更 ...,Change …
仮想,Virtual
ゲートウェイ,Gateway
接続中,now
接続の作成中にエラー,Error creating connection
ローカルへのリンク専用,Link-Local Only
自動 、 DHCP のみ,"Automatic , DHCP only"
インポートするファイルを選択する,Select file to import
Wi-Fi セキュリティ,Wi-Fi Security
VPN 接続をインポートできません,Cannot import VPN connection
VPN 接続をエクスポートできません,Cannot export VPN connection
VPN 接続をエクスポートする ...,Export VPN connection …
電話の設定を検出中です ...,Detecting phone configuration …
接続情報,Connection Information
使用デバイス :,Your Device :
使用プラン :,Your Plan :
国や地域,Country or region
新しい Wi-Fi ネットワークを作成,Create New Wi-Fi Network
新規 Wi-Fi ネットワーク,New Wi-Fi network
ホームネットワーク,Home network
ローミングネットワーク,Roaming network
第三 DNS :,Ternary DNS :
PEAP,PAP
VPNログインの失敗,VPN Login Failure
VPNの起動の失敗,VPN Start Failure
VPN接続の失敗,VPN Connect Failure
VPN設定エラー,VPN Configuration Error
有効な接続情報,Active Connection Information
認証 :,Authentication :
CA認定ファイル :,CA Certificate File :
クライアント認定ファイル :,Client Certificate File :
鍵の種別,Key Type :
プライマリDNS :,Primary DNS :
プライベートキーファイル :,Private Key File :
Ca証明書ファイルを選択する,Select the CA Certificate File
クライアント証明書ファイルを選択する,Select the Client Certificate File
プライベートキーファイルを選択する,Select the Private Key File
キーを表示する,Show key
トレイの向き,The orientation of the tray .
接続先 :,Connect to :
VPN接続を作成する,Create VPN Connection
デフォルトT-Mobile,DefaultT-Mobile
40-ビット WEP,40-bit WEP
104-ビット WEP,104-bit WEP
WPA 自動,WPA Automatic
WPA2 自動,WPA2 Automatic
操作に時間がかかり過ぎました,operation took too long
VPN 認証,Authenticate VPN
OpenVPN クライアント,OpenVPN Client
接続名,Connection Name
認証局ファイル :,CA file :
証明書 :,Certificate :
接続タイプ :,Connection Type :
方向 :,Direction :
ローカル IP :,Local IP :
OpenVPN 設定,OpenVPN Configuration
リモート IP :,Remote IP :
TLS 認証,TLS-Auth
PPTP VPN の認証,Authenticate PPTP VPN
PPTP クライアント,PPTP Client
インポートするファイルを選択in impl _ export,Select file to importin impl _ export
MPPE 暗号が必要,Require MPPE encryption
オプション,Optional
シングル DES を有効にする,Enable Single DES
間隔 :,Interval :
PPTP VPN 接続マネージャー,PPTP VPN Connection Manager
NT ドメイン :,NT Domain :
認証タイプ :,Authentication Type :
接続認証,Authenticate Connection
最大受信単位,Maximum Receive Unit
ルーティング,Routing
PPTP サーバ,PPTP Server
Bluetooth チャンネル,Bluetooth Channel
GPRS コンテキスト番号,GPRS Context No .
GPRS パケットタイプ,GPRS Packet Type
リモートピーアを認証,Authenticate remote peer
通知,Notification
通知デーモン,Notification Daemon
left paren,left bracket
right paren,right bracket
ブックマークへ移動する,Go to bookmark .
次のブックマークがある位置へ移動する,Go to next bookmark location .
上半分,Top Half
下半分,Bottom Half
左半分,Left Half
右半分,Right Half
番号を入力して下さい :,Enter choice :
2 . ラップトップ型,2 . Laptop
検索する語句 :,Search for :
検索を開始する場所 :,Start from :
別の割り当て,Alternate
ハイパーリンク,Hyperlink
属性の名前Speak,Attribute NameSpeak
置き換える文字列,Replacement String
文章,Sentence
新しいキーの入力,enter new key
Orca へようこそ,Welcome to Orca .
句読点の読み上げ,Punctuation Level
表の中の読み上げ,Table Row Speech
読み上げ,Speech
点字,Braille
キーエコー,Key Echo
拡大鏡,Magnifier
発音用の辞書,Pronunciation Dictionary
発音,Pronunciation
アクセラレータ,Accelerator
チェックボックス,CheckBox
チェック項目,CheckItem
コンボ ・ ボックス,Combo
ダイアル,Dial
フォルダ ・ ペイン,DirectoryPane
Html ペイン,HtmlPane
ドローイング ・ エリア,DrawingArea
フィルタ,Filler
フォーム,Form
Html のコンテナ,HtmlContainer
内部にあるフレーム,InternalFrame
メニューバー,MenuBar
メニューの項目,MenuItem
オプションのペイン,OptionPane
ポップアップ ・ メニュー,PopupMenu
ルート ・ ペイン,RootPane
スクロール ・ バー,ScrollBar
スクロール ・ ペイン,ScrollPane
分割ペイン,SplitPane
スピン ・ ボタン,SpinButton
セル,Cell
取り外し可能なメニュー項目,TearOffMenuItem
トグル ・ ボタン,ToggleButton
ツールバー,ToolBar
ツールチップ,ToolTip
ツリー,Tree
ツリー付きの表,TreeTable
ビューポート,Viewport
段落,Paragraph
自動補完,AutoComplete
表のナビゲーション,Table Navigation
ページのナビゲーション,Page Navigation
PackageKit モニター,PackageKit Monitor
パッケージの情報を獲得中 ...,Getting package information ...
すぐに実行,Run now
PackageKit カタログ,PackageKit Catalog
PackageKit サービスパック,PackageKit Service Pack
役割,Role
本名,Real name
重大なエラー,Fatal error
パッケージマネージャーのロックを待っています 。,Waiting for package manager lock .
失敗,FAILED .
成功,OK .
些細な,Trivial
バグ修正,Bug fix
機能追加,Enhancement
キャンセル中,Canceling
キーの URL,Key URL
キーのフィンガープリント,Key fingerprint
同意書,Agreement
EULA を承認,Accept EULA
パッケージを削除,Remove package
ネットワークプロキシをセット,Set network proxy
プロファイル情報,Show Article Information
記事の購読取り消し中,Cance _ l Article ...
記事キャッシュ,Clear Article Cache
署名ファイルを選択,Signature File
件名,Subject
フォロー先 :,Followup-To
リプライ先,Reply-To
送信元 :,from
ステータスログを開く,Open the Event Log
ファイル権限を変更できません,Unable to cancel article .
接続中,Connecting
プロファイルの保存,Sa _ ve Draft
この記事の上の記事にジャンプします,Open an Article Draft
新規サーバー,Remove a Server
オンライン,Go _ Online
この記事の上の記事にジャンプします,Open Draft Article
投稿者,F _ rom
メール宛先,Mail _ To
カラム,Column Name
ペインの配置,Pane Layout
プロファイル情報,Profile Information
オプション情報,Optional Information
サーバー,forever
新規スコア,New Scoring Rule
新規スコア,New Score
検索条件,Criteria
サーバー,Server Rank :
反時計回りに回転する,Rotate Left
時計回りに回転する,Rotate Right
検索して選択 ...,Select Matching ...
ビューアーで開く,Open in Viewer
選択したページをビューアーの中に開きます,Open in viewer
PDF の選択,Select PDF
ドキュメントを保存できません,Unable to Save Document
ヘルプの表示エラー,Error opening help
メインの開発者 :,Primary Development :
新しいブックマーク,New bookmark
ブックマーク名の変更,Rename Bookmark
検索して選択する,Select Matching
ビューアーの倍率,View error
新しいプロジェクト,New Project
プロジェクトにファイルを追加します,The name of your project .
クリップのインポート,Import a clip
新しいプロジェクトを作成します,Create a new project
フレームレート :,Frame rate :
プロジェクト名 :,Project title :
AC-3,AC-3 AAC
コンテナー形式 :,Container format :
ファイル名 :,File name :
コンテナー形式,Container format
フレームレート,Framerate
拡大比率 :,Scale :
エフェクトを削除,Remove effect
エフェクト名,Effect name
ジオメトリ,Geometry
分割,Split
キーフレーム,Keyframe
グループ解除,Ungroup
エフェクトライブラリ,Effect Library
ファイルを開く ...,Open File …
自動検出,Detect Automatically
詳細情報,More info
タイムラインの先頭に戻る,Go to the beginning of the timeline
画面に合わせる,Zoom Fit
再生を開始します,Start Playback
問題 :,Problem :
詳細情報 :,Extra information :
ステレオ,Stereo
モノラル,Mono
実装する,Implement Me
各メディアファイルを新しいプロジェクトにインポートします 。,Import each MEDIA _ FILE into a new project .
Python デバッガーで Pitivi を起動します 。,Run Pitivi in the Python Debugger .
マルチプレクサー :,Muxer :
量子化ビット :,Sample Depth :
サンプルレート :,Sample Rate :
サンプルレート :,Sample rate
不明 Mib,Unknown Mib
再生を停止します,Stop Playback
現在のプロジェクトを保存します,Save the current project
ネットワークからストリームをキャプチャします,Capture Network Stream
メインツールバー,Main Toolbar
タイムラインツールバー,Timeline Toolbar
キャプチャ,Capture
URI からストリームをキャプチャ,Capture Stream from URI
その他のプロトコル,Other protocol
URI からストリームをプレビュー,Preview Stream from URI
プラグインマネージャー,Plugin manager
削除する際に確認,Confirm remove operation
クリップを削除,Remove Clip
次のキーフレームに移動します,Move to the next keyframe
タイムラインの表示を拡大 ・ 縮小します,Zoom Timeline
クリップのフォント,Clip Font
ビューアーを本体に組み込む,Dock Viewer
GUI なしで Pitivi を起動します,Run pitivi with no gui
プラグイン名,Plugin Name
なし,Nothing yet
出力ファイル :,Output file :
マルチプレクサー,Muxer
サンプルレート :,Rate :
1080p フル HD,1080p full HD
デフォルトの平日,Default Week
日付の種類 :,Day type :
作業時間 ...,Working time ...
デフォルトの平日 ...,Default week ...
作業時間,Working time
グループの選択,Select group
選択 ...,Select ...
プロジェクトの選択,Select a Project
プロジェクトの計画,Project Plan
Planner プロジェクト計画,Planner project plan
Planner プロジェクト管理,Project Management
プロジェクトを管理します,Planner Project Management
Gantt グラフでクリティカルなパスを強調表示する,Highlight critical path in Gantt view
Gantt グラフを印刷する,Print the Gantt view
アクティブなビュー,The active view
会社 :,Company :
マネージャー :,Manager :
報告日 :,Report Date :
Gantt グラフ,Gantt Chart
作業する日,Working
作業しない日,Nonworking
整数値,Integer number
実数値,Floating-point number
指定した日より前にしない,No earlier than
作業時間がありません,No working time
E-メール,Email
写真,Photo
時間,hour
プロジェクト全体に合わせます,Zoom to fit the entire project
停滞,Slack
グループの削除,Remove group
デフォルトのグループ,Default group
マネージャーの名前,Manager name
マネージャーの連絡先,Manager phone
マネージャーの E-メール,Manager email
プロジェクトを HTML 形式に出力します,Export project to HTML
MS プロジェクトの XML ...,MS Project XML ...
ファイルのインポート,Import a File
プロパティ,Property
日付 ...,Date ...
プロジェクトのプロパティの削除,Remove project property
プロパティの削除,Remove property
略称,Short name
グループWeek,GroupWeek
変更する ...,Change ...
遅れ,Lag
プロジェクトを開きます,Open a project
現在編集中のプロジェクトを印刷します,Print the current project
現在編集中のプロジェクトのプレビューを表示します,Print preview of the current project
ファイルを開く,Open a File
Planner のホームページ,The Planner Homepage
ファイルの保存,Save a File
EDS の UID,EDS UID
EDS の URL,EDS URL
Planner ファイルの選択,Select planner file
認証失敗,Authentication Failure
次のブロックのプレビューを表示する,Whether to preview the next block
次のブロックのプレビューを表示するかどうかの設定です 。,Whether to preview the next block .
ブロックを落とす,Drop
ゲームオーバー,Game Over
Tango フラット,Tango Flat
クリーン,Clean
ログインポリシーの変更,Change login policy
コンピューターをレルムから削除,Remove computer from realm
regexxer 検索ツール,regexxer Search Tool
テキストを表示するフォント,Text view font
条件にマッチした色,Match colour
パターン,PATTERN
正規表現,REGEX
文字列,STRING
マッチした数 :,Match :
置換 :,Replace :
現在 、 マッチしているものを置換します,Replace current match
前方でマッチしたものへジャンプします,Go to next match
次にマッチするファイルへジャンプします,Go to the next matching file
より情報が欲しければ “ regexxer --help ” を試して下さい,Try “ regexxer --help ” for more information .
regexxer について,About regexxer
regexxer のアプリケーション ・ アイコン,The application icon of regexxer
regexxer のアイコン,regexxer icon
作者,written by
Raphael Higino 氏を追悼して,In Memory of Raphael Higino
Raphael Higino 氏,Raphael Higino
ゾンカ語,Dzongkha
マラーティー語,Marathi
ネパール語,Nepali
ノルウェー ・ ボックマル語,Norwegian Bokmål
パンジャブ語,Punjabi
Anjuta 統合開発環境,Anjuta IDE
PolicyKit との統合,PolicyKit Integration
世界時計,International Clock
世界時計でチャットの時刻を確認する,The international clock .
オリヤー語,Oriya
テルグ語,Telugu
プラットホーム ・ クリーンナップ,Platform Cleanup
GNOME ドキュメンテーション,GNOME Documentation
タイム ・ トラッカー アプレット,Time Tracker Applet
時間の記録が改良された,Track Your Time Better
カメラににっこり,Smile for the Camera
自分が何をやっているのかを把握する,Know What You 're Doing
遠隔接続,Connect Remotely
GNOMEグッズをゲットしよう !,Get your GNOME Gear !
ウイグル語,Uighur
ClutterActor の新しい Implicit Animation API 。,New implicit animation API for ClutterActor .
自由に設定できるズーム,Configure the Zoom to Suit You
ドキュメントの検索,Document Search
スムーズスクロール,Smooth Scrolling
アーカイブマネージャー File Roller,The archive manager File Roller
ログファイルビューアー,The log file viewer
GNOME マーケティングチーム,GNOME Marketing Team
GNOME の低レベルなコアライブラリー 。,The GNOME low level core library .
開発中の新しい GNOME 3 アプリケーション 。,A new GNOME 3 application in the making .
実用的な検索,Functional Search
オーバービュー,The Overview
解像度の保持,Keep Rotation
画面の解像度,Screen rotation
GStreamer プレーヤー,GStreamer Player
値が利用できません,No value available
利用できるサムネイルがありません,No thumbnail available
該当がありません,Not Applicable
不当な MIME タイプ,Illegal MIME-type
プラグインパス,Plugin Path
エンジンパス,Engine Path
"2005 , 2006 , 2007 , 2008 , 2009","2005 , 2006 , 2007 , 2008"
2006年11月,November 2006
2005年7月,July 2005
2003年2月,February 2003
生成 をクリックし 、 新しい鍵対を生成します 。,Click Create to create the new key pair .
暗号化の種類,Encryption Type
有効期限,Expiration Date
セキュア ・ シェル鍵を生成するには :,To create a Secure Shell key :
鍵のID,KeyID
鍵の説明,Key Comment
鍵の削除,Deleting a Key
鍵の種類,Key Type
鍵の長さ,Key Length
副鍵の有効期限の変更,Changing a Subkey Expiration Date
左にある 期限切れ ボタンをクリックしてください 。,"Click on the Expire button on the left ,"
副鍵の破棄,Revoking a Subkey
左にある 失効 ボタンをクリックしてください 。,"Click on the Revoke button on the left ,"
失効 をクリックしてください 。,Click on Revoke .
副鍵の削除,Deleting a Subkey
左にある 削除 ボタンをクリックしてください 。,Click on the Delete button on the left .
セキュア ・ シェル鍵の削除,Deleting a Secure Shell Key
鍵への署名,Signing a Key
署名 をクリックします 。,Click on Sign .
鍵の共有,Key Sharing
ファイルへ書き出します,Export to a file
新しいキーリングの名前 :,New Keyring Name :
ログイン名 :,Login :
キーリング,Keyring
最小年,Lower limit year
最大年,Upper limit year
最小月,Lower limit month
